# VinNotDiesel income model v1.2 — dealer subs primary for dealers; success fee mostly private/fleet
# SOURCED | ASSUMPTION | CALC
row_type,scenario,year,metric,unit,value,source_url,reasoning
CALC,upside,3,rev_insurance_referral,USD,17500,,
CALC,upside,3,rev_warranty_referral,USD,28000,,
CALC,upside,3,rev_upfit_partner_referral,USD,17500,,Replaces named-sister-brand referral
CALC,upside,3,rev_sponsored_content,USD,50000,,
CALC,upside,3,rev_total,USD,1250774.0,,
CALC,upside,3,pct_rev_success_fee,percent,36.5,,
CALC,upside,3,pct_rev_dealer_subs,percent,33.5,,
CALC,upside,3,contribution_after_opex,USD,1070774.0,,
ASSUMPTION,base,1,one_pager_y1_revenue_range_low,USD,70000,,
ASSUMPTION,base,1,one_pager_y1_revenue_range_high,USD,140000,,
ASSUMPTION,base,3,one_pager_y3_revenue_range_low,USD,550000,,
ASSUMPTION,base,3,one_pager_y3_revenue_range_high,USD,950000,,
